OBJECTID,ZONE_,DISTRICT,MAPNO,ARTICLE,SUBDISTRIC,Unique_Code,FAR,Zone_Desc,Shape_STArea_1,Shape_STLength_1,Urban_Label,Shape__Area,Shape__Length
3638,OS-UW,Roxbury Neighborhood,6A-6C,50,Open Space,Roxbury Neighborhood OS-UW,,Urban Wild Open Space,23077.67749023,784.17086051,OSUWART50,23077.6774902344,784.170860505705
3639,3F-4000,Roxbury Neighborhood,6A-6C,50,Residential,Roxbury Neighborhood 3F-4000,0.8,Three-Family Residential,484243.171875,3935.22222862,3F4000ART50A,484243.171875,3935.22222862242
3640,MFR,Roxbury Neighborhood,6A-6C,50,Residential,Roxbury Neighborhood MFR,1,Multifamily Residential,118497.40478516,1667.01894584,MFRART50A,118497.404785156,1667.01894583553
3641,MFR/LS,Roxbury Neighborhood,6A-6C,50,Residential,Roxbury Neighborhood MFR/LS,1,Multifamily Residential/Local Services,114626.04321289,2248.17326547,MFR/LSART50A,114626.043212891,2248.17326546712
3642,RH,Roxbury Neighborhood,6A-6C,50,Residential,Roxbury Neighborhood RH,1,Row House Residential,31273.41845703,920.93049775,RHART50,31273.4184570312,920.930497750458
3643,RH,Roxbury Neighborhood,6A-6C,50,Residential,Roxbury Neighborhood RH,1,Row House Residential,35112.69677734,843.45195963,RHART50,35112.6967773438,843.45195963421
3644,ST PATRICK NS,Roxbury Neighborhood,6A-6C,50,Business,Roxbury Neighborhood ST PATRICK NS,1,Neighborhood Shopping,566757.89013672,4740.02370116,SPNSART50,566757.890136719,4740.02370115922
3645,3F-4000,Roxbury Neighborhood,6A-6C,50,Residential,Roxbury Neighborhood 3F-4000,0.8,Three-Family Residential,2675195.74804688,12381.89628821,3F4000ART50A,2675195.74804688,12381.8962882142
3646,RH,Roxbury Neighborhood,6A-6C,50,Residential,Roxbury Neighborhood RH,1,Row House Residential,23569.89575195,707.40999995,RHART50,23569.8957519531,707.409999951522
3647,3F-4000,Roxbury Neighborhood,6A-6C,50,Residential,Roxbury Neighborhood 3F-4000,0.8,Three-Family Residential,180282.40844727,1927.71972407,3F4000ART50A,180282.408447266,1927.71972407433
3648,OS-P,Roxbury Neighborhood,6A-6C,50,Open Space,Roxbury Neighborhood OS-P,,Parkland Open Space,18444.55615234,596.68760177,OSPART50,18444.5561523438,596.687601768554
3649,RH,Roxbury Neighborhood,6A-6C,50,Residential,Roxbury Neighborhood RH,1,Row House Residential,21594.62182617,717.10877404,RHART50,21594.6218261719,717.108774037491
3650,OS-RC,Roxbury Neighborhood,6A-6C,50,Open Space,Roxbury Neighborhood OS-RC,,Recreation Open Space,37592.11450195,786.82647003,OSRCART50,37592.1145019531,786.826470032469
3651,RH,Roxbury Neighborhood,6A-6C,50,Residential,Roxbury Neighborhood RH,1,Row House Residential,15591.38720703,515.02904123,RHART50,15591.3872070312,515.029041233172
3652,OS-UW,Roxbury Neighborhood,6A-6C,50,Open Space,Roxbury Neighborhood OS-UW,,Urban Wild Open Space,26218.53686523,785.05890014,OSUWART50,26218.5368652344,785.058900142682
3653,OS-P,Roxbury Neighborhood,6A-6C,50,Open Space,Roxbury Neighborhood OS-P,,Parkland Open Space,39169.97680664,794.71689411,OSPART50,39169.9768066406,794.716894111951
3654,RH,Roxbury Neighborhood,6A-6C,50,Residential,Roxbury Neighborhood RH,1,Row House Residential,28008.70410156,715.47603993,RHART50,28008.7041015625,715.476039933418
3655,RH,Roxbury Neighborhood,6A-6C,50,Residential,Roxbury Neighborhood RH,1,Row House Residential,8329.90356445,379.98647383,RHART50,8329.90356445312,379.986473826356
3656,RH,Roxbury Neighborhood,6A-6C,50,Residential,Roxbury Neighborhood RH,1,Row House Residential,35190.75073242,885.71205305,RHART50,35190.7507324219,885.712053047482
3657,OS-UW,Roxbury Neighborhood,6A-6C,50,Open Space,Roxbury Neighborhood OS-UW,,Urban Wild Open Space,11384.05981445,420.90720399,OSUWART50,11384.0598144531,420.907203990305
3658,RH,Roxbury Neighborhood,6A-6C,50,Residential,Roxbury Neighborhood RH,1,Row House Residential,19061.77514648,573.87935651,RHART50,19061.7751464844,573.879356511919
3659,OS-P,Roxbury Neighborhood,6A-6C,50,Open Space,Roxbury Neighborhood OS-P,,Parkland Open Space,5826.22485352,276.18645654,OSPART50,5826.22485351562,276.186456541869
3660,RH,Roxbury Neighborhood,6A-6C,50,Residential,Roxbury Neighborhood RH,1,Row House Residential,49252.37524414,994.846101,RHART50,49252.3752441406,994.846101004276
3661,MFR,Roxbury Neighborhood,6A-6C,50,Residential,Roxbury Neighborhood MFR,1,Multifamily Residential,65561.43554688,1209.75192524,MFRART50A,65561.435546875,1209.75192524497
3662,OS-RC,Roxbury Neighborhood,6A-6C,50,Open Space,Roxbury Neighborhood OS-RC,,Recreation Open Space,22706.39086914,641.06964073,OSRCART50,22706.3908691406,641.069640728652
3663,OS-RC,Roxbury Neighborhood,6A-6C,50,Open Space,Roxbury Neighborhood OS-RC,,Recreation Open Space,40680.02416992,875.51248934,OSRCART50,40680.0241699219,875.512489344743
3664,RH,Roxbury Neighborhood,6A-6C,50,Residential,Roxbury Neighborhood RH,1,Row House Residential,26128.54150391,665.37478907,RHART50,26128.5415039062,665.374789066981
3665,OS-G,Roxbury Neighborhood,6A-6C,50,Open Space,Roxbury Neighborhood OS-G,,Community Garden Open Space,23683.47998047,677.64132852,OSGART50,23683.4799804688,677.641328518369
3666,OS-RC,Roxbury Neighborhood,6A-6C,50,Open Space,Roxbury Neighborhood OS-RC,,Recreation Open Space,80934.26879883,1149.25237465,OSRCART50,80934.2687988281,1149.25237464614
3667,OS-RC,Roxbury Neighborhood,6A-6C,50,Open Space,Roxbury Neighborhood OS-RC,,Recreation Open Space,14954.33178711,492.03733759,OSRCART50,14954.3317871094,492.037337591339
3668,OS-P,Roxbury Neighborhood,6A-6C,50,Open Space,Roxbury Neighborhood OS-P,,Parkland Open Space,10897.78417969,578.44927798,OSPART50,10897.7841796875,578.44927798325
3669,OS-RC,Roxbury Neighborhood,6A-6C,50,Open Space,Roxbury Neighborhood OS-RC,,Recreation Open Space,102723.83740234,1345.7989623,OSRCART50,102723.837402344,1345.79896229887
3670,OS-RC,Roxbury Neighborhood,6A-6C,50,Open Space,Roxbury Neighborhood OS-RC,,Recreation Open Space,98648.06689453,1314.37022662,OSRCART50,98648.0668945312,1314.3702266191
3671,OS-UW,Roxbury Neighborhood,6A-6C,50,Open Space,Roxbury Neighborhood OS-UW,,Urban Wild Open Space,91764.00805664,1222.6016705,OSUWART50,91764.0080566406,1222.60167049682
3672,OS-G,Roxbury Neighborhood,6A-6C,50,Open Space,Roxbury Neighborhood OS-G,,Community Garden Open Space,5963.65576172,331.15734782,OSGART50,5963.65576171875,331.157347816238
3673,OS-RC,Roxbury Neighborhood,6A-6C,50,Open Space,Roxbury Neighborhood OS-RC,,Recreation Open Space,19425.91601563,563.24025543,OSRCART50,19425.916015625,563.240255427652
3674,RH,Roxbury Neighborhood,6A-6C,50,Residential,Roxbury Neighborhood RH,1,Row House Residential,21286.79785156,634.93463471,RHART50,21286.7978515625,634.93463471243
3675,OS-G,Roxbury Neighborhood,6A-6C,50,Open Space,Roxbury Neighborhood OS-G,,Community Garden Open Space,14424.48486328,483.61237233,OSGART50,14424.4848632812,483.612372333919
3676,OS-RC,Roxbury Neighborhood,6A-6C,50,Open Space,Roxbury Neighborhood OS-RC,,Recreation Open Space,109049.57666016,1366.34373887,OSRCART50,109049.576660156,1366.34373887249
3677,OS-CM,Roxbury Neighborhood,6A-6C,50,Open Space,Roxbury Neighborhood OS-CM,,Cemetery Open Space,42543.49243164,861.40579482,OSCMART50,42543.4924316406,861.405794822694
3678,OS-RC,Roxbury Neighborhood,6A-6C,50,Open Space,Roxbury Neighborhood OS-RC,,Recreation Open Space,348313.52124023,2527.26045254,OSRCART50,348313.521240234,2527.26045253552
3679,OS-P,Roxbury Neighborhood,6A-6C,50,Open Space,Roxbury Neighborhood OS-P,,Parkland Open Space,143615.02075195,1498.83793495,OSPART50,143615.020751953,1498.83793495165
3680,RH,Roxbury Neighborhood,6A-6C,50,Residential,Roxbury Neighborhood RH,1,Row House Residential,30089.56567383,784.20076377,RHART50,30089.5656738281,784.20076376879
3681,MFR/LS,Roxbury Neighborhood,6A-6C,50,Residential,Roxbury Neighborhood MFR/LS,1,Multifamily Residential/Local Services,55782.33520508,1165.3774066,MFR/LSART50A,55782.3352050781,1165.37740659602
3682,OS-P,Roxbury Neighborhood,6A-6C,50,Open Space,Roxbury Neighborhood OS-P,,Parkland Open Space,5602.59375,363.84933564,OSPART50,5602.59375,363.849335635623
3683,MFR/LS,Roxbury Neighborhood,6A-6C,50,Residential,Roxbury Neighborhood MFR/LS,1,Multifamily Residential/Local Services,37405.00561523,903.56052092,MFR/LSART50A,37405.0056152344,903.560520924797
3684,OS-P,Roxbury Neighborhood,6A-6C,50,Open Space,Roxbury Neighborhood OS-P,,Parkland Open Space,5758.34667969,323.90697468,OSPART50,5758.3466796875,323.906974678033
3685,OS-UP,Roxbury Neighborhood,6A-6C,50,Open Space,Roxbury Neighborhood OS-UP,,Urban Plaza Open Space,10265.40600586,416.47602545,OSUPART50,10265.4060058594,416.476025449392
3686,OS-RC,Roxbury Neighborhood,6A-6C,50,Open Space,Roxbury Neighborhood OS-RC,,Recreation Open Space,29334.95239258,979.08456391,OSRCART50,29334.9523925781,979.084563909011
3687,RH,Roxbury Neighborhood,6A-6C,50,Residential,Roxbury Neighborhood RH,1,Row House Residential,51582.3371582,921.14797586,RHART50,51582.3371582031,921.147975860206
3688,OS-RC,Roxbury Neighborhood,6A-6C,50,Open Space,Roxbury Neighborhood OS-RC,,Recreation Open Space,13145.59838867,460.92042364,OSRCART50,13145.5983886719,460.920423637237
3689,RH,Roxbury Neighborhood,6A-6C,50,Residential,Roxbury Neighborhood RH,1,Row House Residential,14888.91918945,487.26237888,RHART50,14888.9191894531,487.262378875285
3690,OS-RC,Roxbury Neighborhood,6A-6C,50,Open Space,Roxbury Neighborhood OS-RC,,Recreation Open Space,44868.11254883,941.494711,OSRCART50,44868.1125488281,941.494711002758
3691,RH,Roxbury Neighborhood,6A-6C,50,Residential,Roxbury Neighborhood RH,1,Row House Residential,11273.27734375,425.40064275,RHART50,11273.27734375,425.40064275016
3692,RH,Roxbury Neighborhood,6A-6C,50,Residential,Roxbury Neighborhood RH,1,Row House Residential,21753.75756836,596.52356209,RHART50,21753.7575683594,596.52356209232
3693,MFR,Roxbury Neighborhood,6A-6C,50,Residential,Roxbury Neighborhood MFR,1,Multifamily Residential,515678.44335938,5582.62387363,MFRART50A,515678.443359375,5582.62387362658
3694,3F-5000,Roxbury Neighborhood,6A-6C,50,Residential,Roxbury Neighborhood 3F-5000,0.8,Three-Family Residential,776519.12255859,4342.26403213,3F5000ART50A,776519.122558594,4342.26403212628
3695,MFR/LS,Roxbury Neighborhood,6A-6C,50,Residential,Roxbury Neighborhood MFR/LS,1,Multifamily Residential/Local Services,118370.91650391,1535.94015334,MFR/LSART50A,118370.916503906,1535.94015334256
3696,3F-7000,Roxbury Neighborhood,6A-6C,50,Residential,Roxbury Neighborhood 3F-7000,0.8,Three-Family Residential,2137529.08813477,8741.71764352,3F7000ART50A,2137529.08813477,8741.71764351915
3697,OS-RC,Roxbury Neighborhood,6A-6C,50,Open Space,Roxbury Neighborhood OS-RC,,Recreation Open Space,21171.69799805,574.41366373,OSRCART50,21171.6979980469,574.413663727597
3698,OS-P,Roxbury Neighborhood,6A-6C,50,Open Space,Roxbury Neighborhood OS-P,,Parkland Open Space,17596.08642578,551.54599764,OSPART50,17596.0864257812,551.545997636237
3699,OS-RC,Roxbury Neighborhood,6A-6C,50,Open Space,Roxbury Neighborhood OS-RC,,Recreation Open Space,136837.265625,2283.23067265,OSRCART50,136837.265625,2283.23067264787
3700,I-2-D-65,Harborpark: Dorchester Bay/Neponset River Waterfront,"4B-4D, 5F-5H",42A,Industrial,Harborpark: Dorchester Bay/Neponset River Waterfront I-2-D-65,2,General Industrial,47569.63305664,976.96545497,I2D65ART42A,47569.6330566406,976.96545497427
3701,M-1-55,Harborpark: Dorchester Bay/Neponset River Waterfront,"4B-4D, 5F-5H",42A,Industrial,Harborpark: Dorchester Bay/Neponset River Waterfront M-1-55,1,Restricted Manufacturing,91206.81665039,1611.98759833,M155ART42A,91206.8166503906,1611.98759832899
3702,B-1-55,Harborpark: Dorchester Bay/Neponset River Waterfront,"4B-4D, 5F-5H",42A,Business,Harborpark: Dorchester Bay/Neponset River Waterfront B-1-55,1,General Business,1865928.3359375,6109.6053671,B155ART42A,1865928.3359375,6109.60536710027
3703,MFR,South Boston Neighborhood,4F,68,Residential,South Boston Neighborhood MFR,2,Multifamily Residential,14817520.9536133,41746.90273608,MFRART68A,14817520.9536133,41746.9027360777
3704,OS-P,South Boston Neighborhood,4F,68,Open Space,South Boston Neighborhood OS-P,,Parkland Open Space,528238.47045898,3370.82445873,OSPART68,528238.470458984,3370.82445872758
3705,MFR,South Boston Neighborhood,4F,68,Residential,South Boston Neighborhood MFR,2,Multifamily Residential,3477464.1262207,14726.47077227,MFRART68A,3477464.1262207,14726.4707722708
3706,MFR/LS,South Boston Neighborhood,4F,68,Residential,South Boston Neighborhood MFR/LS,2,Multifamily Residential/Local Services,18986.19799805,698.27515135,MFR/LSART68A,18986.1979980469,698.275151351049
3707,MFR/LS,South Boston Neighborhood,4F,68,Residential,South Boston Neighborhood MFR/LS,2,Multifamily Residential/Local Services,14860.77026367,643.96695177,MFR/LSART68A,14860.7702636719,643.966951769582
3708,MFR/LS,South Boston Neighborhood,4F,68,Residential,South Boston Neighborhood MFR/LS,2,Multifamily Residential/Local Services,17062.75537109,625.16928676,MFR/LSART68A,17062.7553710938,625.169286757317
3709,MFR/LS,South Boston Neighborhood,4F,68,Residential,South Boston Neighborhood MFR/LS,2,Multifamily Residential/Local Services,14949.27416992,523.7710281,MFR/LSART68A,14949.2741699219,523.771028101873
3710,MFR/LS,South Boston Neighborhood,4F,68,Residential,South Boston Neighborhood MFR/LS,2,Multifamily Residential/Local Services,23733.19506836,645.82919158,MFR/LSART68A,23733.1950683594,645.8291915763
3711,MFR/LS,South Boston Neighborhood,4F,68,Residential,South Boston Neighborhood MFR/LS,2,Multifamily Residential/Local Services,11577.49780273,461.3728684,MFR/LSART68A,11577.4978027344,461.372868399213
3712,MFR/LS,South Boston Neighborhood,4F,68,Residential,South Boston Neighborhood MFR/LS,2,Multifamily Residential/Local Services,16804.53173828,693.30565213,MFR/LSART68A,16804.5317382812,693.305652129189
3713,MFR/LS,South Boston Neighborhood,4F,68,Residential,South Boston Neighborhood MFR/LS,2,Multifamily Residential/Local Services,21705.48657227,708.78864933,MFR/LSART68A,21705.4865722656,708.788649325264
3714,MFR/LS,South Boston Neighborhood,4F,68,Residential,South Boston Neighborhood MFR/LS,2,Multifamily Residential/Local Services,22887.24975586,730.59564526,MFR/LSART68A,22887.2497558594,730.595645255823
3715,MFR/LS,South Boston Neighborhood,4F,68,Residential,South Boston Neighborhood MFR/LS,2,Multifamily Residential/Local Services,18807.79614258,614.47673841,MFR/LSART68A,18807.7961425781,614.476738412225
3716,MFR/LS,South Boston Neighborhood,4F,68,Residential,South Boston Neighborhood MFR/LS,2,Multifamily Residential/Local Services,16104.74804688,572.69638737,MFR/LSART68A,16104.748046875,572.696387372524
3717,MFR/LS,South Boston Neighborhood,4F,68,Residential,South Boston Neighborhood MFR/LS,2,Multifamily Residential/Local Services,9310.37719727,475.53743325,MFR/LSART68A,9310.37719726562,475.537433247834
3718,MFR/LS,South Boston Neighborhood,4F,68,Residential,South Boston Neighborhood MFR/LS,2,Multifamily Residential/Local Services,8267.27416992,364.30710807,MFR/LSART68A,8267.27416992188,364.307108069368
3719,MFR/LS,South Boston Neighborhood,4F,68,Residential,South Boston Neighborhood MFR/LS,2,Multifamily Residential/Local Services,10817.8996582,501.58965037,MFR/LSART68A,10817.8996582031,501.589650369596
3720,MFR/LS,South Boston Neighborhood,4F,68,Residential,South Boston Neighborhood MFR/LS,2,Multifamily Residential/Local Services,21572.58325195,751.63063451,MFR/LSART68A,21572.5832519531,751.630634509592
3721,OS-P,South Boston Neighborhood,4F,68,Open Space,South Boston Neighborhood OS-P,2,Parkland Open Space,188920.36035156,1773.58711812,OSPART68,188920.360351562,1773.58711811568
3722,MFR/LS,South Boston Neighborhood,4F,68,Residential,South Boston Neighborhood MFR/LS,2,Multifamily Residential/Local Services,6393.23974609,335.36778691,MFR/LSART68A,6393.23974609375,335.367786909693
3723,MFR/LS,South Boston Neighborhood,4F,68,Residential,South Boston Neighborhood MFR/LS,2,Multifamily Residential/Local Services,14681.04785156,584.41251393,MFR/LSART68A,14681.0478515625,584.412513927523
3724,MFR/LS,South Boston Neighborhood,4F,68,Residential,South Boston Neighborhood MFR/LS,2,Multifamily Residential/Local Services,11506.45410156,482.88293274,MFR/LSART68A,11506.4541015625,482.882932735852
3725,MFR/LS,South Boston Neighborhood,4F,68,Residential,South Boston Neighborhood MFR/LS,2,Multifamily Residential/Local Services,19340.6394043,624.70649582,MFR/LSART68A,19340.6394042969,624.706495823049
3726,MFR/LS,South Boston Neighborhood,4F,68,Residential,South Boston Neighborhood MFR/LS,2,Multifamily Residential/Local Services,18769.85864258,577.8959355,MFR/LSART68A,18769.8586425781,577.895935504072
3727,MFR/LS,South Boston Neighborhood,4F,68,Residential,South Boston Neighborhood MFR/LS,2,Multifamily Residential/Local Services,14857.1940918,491.74458663,MFR/LSART68A,14857.1940917969,491.744586627626
3728,MFR/LS,South Boston Neighborhood,4F,68,Residential,South Boston Neighborhood MFR/LS,2,Multifamily Residential/Local Services,13871.43969727,542.5275404,MFR/LSART68A,13871.4396972656,542.527540400538
3729,OS-P,South Boston Neighborhood,4F,68,Open Space,South Boston Neighborhood OS-P,,Parkland Open Space,20097.52709961,611.57466229,OSPART68,20097.5270996094,611.574662287994
3730,MFR/LS,South Boston Neighborhood,4F,68,Residential,South Boston Neighborhood MFR/LS,2,Multifamily Residential/Local Services,6066.11791992,333.85085885,MFR/LSART68A,6066.11791992188,333.85085884752
3731,MFR/LS,South Boston Neighborhood,4F,68,Residential,South Boston Neighborhood MFR/LS,2,Multifamily Residential/Local Services,7942.04833984,356.57068288,MFR/LSART68A,7942.04833984375,356.570682878146
3732,OS-P,South Boston Neighborhood,4F,68,Open Space,South Boston Neighborhood OS-P,,Parkland Open Space,10978.13378906,420.67220776,OSPART68,10978.1337890625,420.672207763263
3733,OS-P,South Boston Neighborhood,4F,68,Open Space,South Boston Neighborhood OS-P,,Parkland Open Space,16599.65356445,590.2672177,OSPART68,16599.6535644531,590.26721769638
3734,MFR/LS,South Boston Neighborhood,4F,68,Residential,South Boston Neighborhood MFR/LS,2,Multifamily Residential/Local Services,5517.42480469,314.34870571,MFR/LSART68A,5517.4248046875,314.348705707457
3735,OS-P,South Boston Neighborhood,4F,68,Open Space,South Boston Neighborhood OS-P,,Parkland Open Space,28291.35449219,766.87990662,OSPART68,28291.3544921875,766.879906616987
3736,MFR/LS,South Boston Neighborhood,4F,68,Residential,South Boston Neighborhood MFR/LS,2,Multifamily Residential/Local Services,6459.8112793,353.71501318,MFR/LSART68A,6459.81127929688,353.715013179719
3737,H-1-50,South Boston,4,Underlying Zoning,Residential,South Boston H-1-50,1,Apartment Residential,1018247.44946289,4636.08928732,H150ARTUZ,1018247.44946289,4636.08928731709
3738,R-.8,South Boston,4,Underlying Zoning,Residential,South Boston R-.8,0.8,Residential,541446.88598633,6261.97668127,R.8ARTUZ,541446.885986328,6261.97668126669
3739,MFR/LS,South Boston Neighborhood,4F,68,Residential,South Boston Neighborhood MFR/LS,2,Multifamily Residential/Local Services,3543867.30322266,19730.87999579,MFR/LSART68A,3543867.30322266,19730.8799957925
3740,OS-CM,Greater Mattapan Neighborhood,8ABC,60,Open Space,Greater Mattapan Neighborhood OS-CM,,Cemetery Open Space,467795.58764648,2961.33145685,OS,467795.587646484,2961.33145685108
3741,OS-RC,Greater Mattapan Neighborhood,8ABC,60,Open Space,Greater Mattapan Neighborhood OS-RC,,Recreation Open Space,2255394.64550781,6192.72006321,OS,2255394.64550781,6192.72006320913
3742,OS-RC,Greater Mattapan Neighborhood,8ABC,60,Open Space,Greater Mattapan Neighborhood OS-RC,,Recreation Open Space,784277.96337891,3908.78484682,OS,784277.963378906,3908.78484681739
3743,OS-CM,Greater Mattapan Neighborhood,8ABC,60,Open Space,Greater Mattapan Neighborhood OS-CM,,Cemetery Open Space,2467805.43481445,7358.11160767,OS,2467805.43481445,7358.11160766674
3744,MFR,Greater Mattapan Neighborhood,8ABC,60,Residential,Greater Mattapan Neighborhood MFR,0.9,Multifamily Residential,923551.49365234,4315.92306204,MFRART60A,923551.493652344,4315.92306204048
3745,LC,Greater Mattapan Neighborhood,8ABC,60,Business,Greater Mattapan Neighborhood LC,0.8,Local Convenience,367374.43334961,5293.95144968,LCART60,367374.433349609,5293.95144967919
3746,1F-6000,Greater Mattapan Neighborhood,8ABC,60,Residential,Greater Mattapan Neighborhood 1F-6000,0.6,One-Family Residential,7332416.15673828,20426.3644657,1F6000ART60A,7332416.15673828,20426.3644657043
3747,2F-6000,Greater Mattapan Neighborhood,8ABC,60,Residential,Greater Mattapan Neighborhood 2F-6000,0.8,Two-Family Residential,655498.0065918,3609.647531,2F6000ART60A,655498.006591797,3609.64753099591
3748,OS-RC,Greater Mattapan Neighborhood,8ABC,60,Open Space,Greater Mattapan Neighborhood OS-RC,,Recreation Open Space,1520845.52416992,13205.54359689,OS,1520845.52416992,13205.543596889
3749,3F-5000,Greater Mattapan Neighborhood,8ABC,60,Residential,Greater Mattapan Neighborhood 3F-5000,0.8,Three-Family Residential,130307.02026367,1760.430428,3F5000ART60A,130307.020263672,1760.43042800259
3750,1F-6000,Greater Mattapan Neighborhood,8ABC,60,Residential,Greater Mattapan Neighborhood 1F-6000,0.6,One-Family Residential,301783.76318359,2885.26743521,1F6000ART60A,301783.763183594,2885.26743520995
3751,2F-5000,Greater Mattapan Neighborhood,8ABC,60,Residential,Greater Mattapan Neighborhood 2F-5000,0.8,Two-Family Residential,1423068.45532227,5648.41616977,2F5000ART60A,1423068.45532227,5648.4161697714
3752,NS-1,Greater Mattapan Neighborhood,8ABC,60,Business,Greater Mattapan Neighborhood NS-1,1,Neighborhood Shopping,389963.92382813,5144.84593902,NS1ART60,389963.923828125,5144.84593901543
3753,2F-5000,Greater Mattapan Neighborhood,8ABC,60,Residential,Greater Mattapan Neighborhood 2F-5000,0.8,Two-Family Residential,4518088.52246094,11176.04818447,2F5000ART60A,4518088.52246094,11176.048184469
3754,EPS,Greater Mattapan Neighborhood,8ABC,60,Miscellaneous,Greater Mattapan Neighborhood EPS,0.5,Enterprise Protection,8393547.55078125,14123.31569576,EPSART60A,8393547.55078125,14123.3156957625
3755,LC,Greater Mattapan Neighborhood,8ABC,60,Business,Greater Mattapan Neighborhood LC,0.8,Local Convenience,193400.48291016,2718.82749691,LCART60,193400.482910156,2718.82749690926
3756,LC,Greater Mattapan Neighborhood,8ABC,60,Business,Greater Mattapan Neighborhood LC,0.8,Local Convenience,231660.35205078,3459.02184446,LCART60,231660.352050781,3459.02184446374
3757,1F-6000,Greater Mattapan Neighborhood,8ABC,60,Residential,Greater Mattapan Neighborhood 1F-6000,0.6,One-Family Residential,2163223.41894531,8576.51455383,1F6000ART60A,2163223.41894531,8576.51455382949
3758,LI,Greater Mattapan Neighborhood,8ABC,60,Industrial,Greater Mattapan Neighborhood LI,1,Local Industrial,187026.89697266,1955.28314979,LIART60,187026.896972656,1955.28314979341
3759,OS-RC,Greater Mattapan Neighborhood,8ABC,60,Open Space,Greater Mattapan Neighborhood OS-RC,,Recreation Open Space,303339.57446289,2650.25187194,OS,303339.574462891,2650.25187194262
3760,2F-6000,Greater Mattapan Neighborhood,8ABC,60,Residential,Greater Mattapan Neighborhood 2F-6000,0.8,Two-Family Residential,2913006.61401367,12473.95397137,2F6000ART60A,2913006.61401367,12473.9539713731
3761,CF,Greater Mattapan Neighborhood,8ABC,60,Comm/Instit,Greater Mattapan Neighborhood CF,3,Community Facilities,1873286.22045898,6839.72988947,CFART60,1873286.22045898,6839.72988946905
3762,CF,Greater Mattapan Neighborhood,8ABC,60,Comm/Instit,Greater Mattapan Neighborhood CF,3,Community Facilities,1577242.05664063,7197.38591503,CFART60,1577242.05664062,7197.38591502621
3763,2F-3000,Greater Mattapan Neighborhood,8ABC,60,Residential,Greater Mattapan Neighborhood 2F-3000,0.8,Two-Family Residential,361018.07592773,3245.21572195,2F3000ART60A,361018.075927734,3245.21572195163
3764,NI,Greater Mattapan Neighborhood,8ABC,60,Comm/Instit,Greater Mattapan Neighborhood NI,2,Neighborhood Institutional,619060.50268555,3358.0187894,NIART60,619060.502685547,3358.01878939686
3765,1F-5000,Greater Mattapan Neighborhood,8ABC,60,Residential,Greater Mattapan Neighborhood 1F-5000,0.6,One-Family Residential,1037510.93725586,5479.72757116,1F5000ART60A,1037510.93725586,5479.72757116452
3766,OS-G,Greater Mattapan Neighborhood,8ABC,60,Open Space,Greater Mattapan Neighborhood OS-G,,Community Garden Open Space,15040.46972656,521.88657301,OS,15040.4697265625,521.886573011611
3767,OS-G,Greater Mattapan Neighborhood,8ABC,60,Open Space,Greater Mattapan Neighborhood OS-G,,Community Garden Open Space,16863.4831543,576.80095432,OS,16863.4831542969,576.800954315244
3768,OS-UW,Greater Mattapan Neighborhood,8ABC,60,Open Space,Greater Mattapan Neighborhood OS-UW,,Urban Wild Open Space,29000.9831543,768.2102867,OS,29000.9831542969,768.210286699914
3769,OS-G,Greater Mattapan Neighborhood,8ABC,60,Open Space,Greater Mattapan Neighborhood OS-G,,Community Garden Open Space,8390.6484375,368.29056108,OS,8390.6484375,368.290561075013
3770,OS-G,Greater Mattapan Neighborhood,8ABC,60,Open Space,Greater Mattapan Neighborhood OS-G,,Community Garden Open Space,9145.21801758,387.41243929,OS,9145.21801757812,387.412439289499
3771,OS-RC,Greater Mattapan Neighborhood,8ABC,60,Open Space,Greater Mattapan Neighborhood OS-RC,,Recreation Open Space,125590.73095703,4199.45981455,OS,125590.730957031,4199.45981455186
3772,2F-5000,Greater Mattapan Neighborhood,8ABC,60,Residential,Greater Mattapan Neighborhood 2F-5000,0.8,Two-Family Residential,500972.20092773,3821.25611833,2F5000ART60A,500972.200927734,3821.25611832954
3773,2F-4000,Greater Mattapan Neighborhood,8ABC,60,Residential,Greater Mattapan Neighborhood 2F-4000,0.8,Two-Family Residential,3152492.42211914,8771.06482755,2F4000ART60A,3152492.42211914,8771.06482755138
3774,MFR,Greater Mattapan Neighborhood,8ABC,60,Residential,Greater Mattapan Neighborhood MFR,0.9,Multifamily Residential,524252.51635742,3193.06675929,MFRART60A,524252.516357422,3193.06675929218
3775,2F-5000,Greater Mattapan Neighborhood,8ABC,60,Residential,Greater Mattapan Neighborhood 2F-5000,0.8,Two-Family Residential,425948.14941406,4048.98008138,2F5000ART60A,425948.149414062,4048.98008137536
3776,OS-CM,Greater Mattapan Neighborhood,8ABC,60,Open Space,Greater Mattapan Neighborhood OS-CM,,Cemetery Open Space,644861.83227539,3731.07733196,OS,644861.832275391,3731.07733196234
3777,3F-5000,Greater Mattapan Neighborhood,8ABC,60,Residential,Greater Mattapan Neighborhood 3F-5000,0.8,Three-Family Residential,2350341.37255859,10411.04003972,3F5000ART60A,2350341.37255859,10411.0400397222
3778,CC,Greater Mattapan Neighborhood,8ABC,60,Business,Greater Mattapan Neighborhood CC,4,Community Commercial,2122662.64550781,12420.17431284,CCART60,2122662.64550781,12420.1743128356
